Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
VHMS Yaman-Kasy,VHMS,1,29.55,3.3,315.56,58.39,437.08,0.03,853.2,39.29,2136.412,82.554,5.06,514.84
VHMS Yaman-Kasy,VHMS,1,0.54,1.62,606,179,444,2.25,20.19,219,9,2.139,3.5,665
VHMS Yaman-Kasy,VHMS,1,0.33,1.52,1049,181,448,2.14,20,289,9,1.869,3.58,840
VHMS Yaman-Kasy,VHMS,1,0.01,0.01,92,6,449,0.07,4.12,6,0.1,0.066,42.57,11
VHMS Yaman-Kasy,VHMS,1,8.16,5.77,283,258,450,9.17,34.53,236,5,0.944,7.82,600
VHMS Yaman-Kasy,VHMS,1,0.54,2.11,543,102,456,2.7,20.67,249,27,2.39,3.51,640
VHMS Yaman-Kasy,VHMS,1,196.11,1.74,9217.28,804.95,456.14,19.08,2439.56,95.31,2946.959,23.574,71.75,394.58
VHMS Yaman-Kasy,VHMS,1,13.26,1.8,351.5,2641.14,466.71,2.45,3.34,9.43,35.172,0.588,6.62,166.26
VHMS Yaman-Kasy,VHMS,1,14.09,0.49,174.33,116.78,467.54,0,134.57,10.19,274.374,6.241,74.71,127.52
VHMS Yaman-Kasy,VHMS,1,78.19,4.03,758.64,8444.59,468.85,0,18.57,9.46,78.487,1.352,2.36,327.67
VHMS Yaman-Kasy,VHMS,1,38.45,4.71,606.27,1991.08,472.49,1.86,131.25,15.07,359.577,13.193,5.66,236.08
VHMS Yaman-Kasy,VHMS,1,4.2,3.14,231.92,113.29,473.7,0.75,299.65,73.79,2351.705,78.481,29.46,628.74
VHMS Yaman-Kasy,VHMS,1,372.23,0.1,1517.97,13.56,474.97,1.16,33.14,44.63,682.693,2.276,0.66,55.19
VHMS Yaman-Kasy,VHMS,1,343.73,0.12,5944.62,8.34,476.57,49.17,85.9,25.14,686.682,4.623,1.5,108.07
VHMS Yaman-Kasy,VHMS,1,81.46,1.43,630.77,65.34,482.58,0.39,25.37,35.38,30.226,2.76,6.85,730.27
VHMS Yaman-Kasy,VHMS,1,0.02,0.01,141,9,489,0.01,3.73,1,0.1,0.008,62.15,10
VHMS Yaman-Kasy,VHMS,1,12,7.33,271,535,504,8.63,52.14,408,8,0.878,4.39,794
VHMS Yaman-Kasy,VHMS,1,0.13,0.13,18.66,1.91,514.78,0.34,1.09,7.26,0.033,0.018,0.11,10.06
VHMS Yaman-Kasy,VHMS,1,1.47,8.68,171.55,207.51,516.51,7.05,24.23,201.59,0.095,0.088,9.87,955.41
VHMS Yaman-Kasy,VHMS,1,4.15,6.88,401,607,523,13.15,31.13,325,12,1.09,4.84,672
VHMS Yaman-Kasy,VHMS,1,6.87,14.15,1301,987,527,14.26,25.19,150,1,1.314,6.99,974
VHMS Yaman-Kasy,VHMS,1,0.04,0.01,1603.62,248.16,536.13,1.53,1.57,38.47,52.258,0.512,2.74,49.27
VHMS Yaman-Kasy,VHMS,1,1.26,7.77,4622,5658,542,10.05,25.94,28,19,1.804,3.24,978
VHMS Yaman-Kasy,VHMS,1,10.23,8.25,315,522,542,10.94,47.45,181,7,0.996,6.66,760
VHMS Yaman-Kasy,VHMS,1,1.43,4.22,757,616,550,4.82,28.01,178,13,0.916,13.09,827
VHMS Yaman-Kasy,VHMS,1,80.12,23.79,182.36,23.67,555.64,576.83,536.85,43.93,7482.317,47.249,3.34,5722.81
VHMS Yaman-Kasy,VHMS,1,0.01,1.45,8.27,84.83,559.3,2.73,11.18,6.94,0.1,0.517,13.64,185.68
VHMS Yaman-Kasy,VHMS,1,10.64,6.88,395,319,571,7.77,54.63,250,6,1.431,5.5,895
VHMS Yaman-Kasy,VHMS,1,17.48,0.28,3405.95,537.23,575.29,0.2,4.61,18.8,52.727,0.248,0.12,61.22
VHMS Yaman-Kasy,VHMS,1,3.26,2.02,491.07,163.72,576.23,0.62,386.08,189.64,5439.145,105.991,25.15,2324.62
VHMS Yaman-Kasy,VHMS,1,0.54,0.07,3,3,578.46,0.42,0.02,0.02,42,0.353,0,1
VHMS Yaman-Kasy,VHMS,1,7.77,21.86,1284,686,587,17.18,34.25,251,2,1.894,8,1100
VHMS Yaman-Kasy,VHMS,1,5.39,10.01,430,378,589,13.9,33.05,217,9,1.18,9.65,837
VHMS Yaman-Kasy,VHMS,1,0.21,0.09,7459,176,594,0.01,12.12,13.94,9,0.678,14.53,8913.68
VHMS Yaman-Kasy,VHMS,1,12.76,3.29,1921.18,2514.56,599.42,4.08,25.51,87.51,389.101,7.046,6.04,882.39
VHMS Yaman-Kasy,VHMS,1,10.07,8.02,254,325,608,8.95,41.27,208,12,0.629,12.13,630
VHMS Yaman-Kasy,VHMS,1,4.85,15.43,1257,722,608,13.43,42.21,276,2,2.876,6.77,1102
VHMS Yaman-Kasy,VHMS,1,0.03,0.01,77,8,610,0.01,3.46,1,0.1,0.008,43.96,5
VHMS Yaman-Kasy,VHMS,1,1.21,4.64,668,516,615,4.53,28.01,233,21,1.049,9.51,823
VHMS Yaman-Kasy,VHMS,1,0.01,0.32,25,21,616,3.66,0.25,2,0.1,0.052,11.83,17
VHMS Yaman-Kasy,VHMS,1,123.63,4.02,1062.64,339.57,639.42,0.31,972.17,52.61,1792.048,111.418,25.04,926.27
VHMS Yaman-Kasy,VHMS,1,164.85,0.01,470,2,643,2.91,0.1,0.03,181,0.222,0,1
VHMS Yaman-Kasy,VHMS,1,1.7,17.16,4767,3382,649,20.18,34.64,52,15,2.25,2.68,2594
VHMS Yaman-Kasy,VHMS,1,1.04,5.72,1101,8655,653,11.7,93.51,51,6,0.731,10.04,357
VHMS Yaman-Kasy,VHMS,1,1.89,7.52,175.98,269.83,663.6,5.78,20.68,100.62,0.296,0.166,10.69,750.93
VHMS Yaman-Kasy,VHMS,1,22.93,4.05,994.02,6252.36,667.7,4.62,46.89,177.81,213.951,14.267,3,2089.39
VHMS Yaman-Kasy,VHMS,1,4.76,0.01,4943,50,685,0.01,1.49,3,91,0.127,0.01,5
VHMS Yaman-Kasy,VHMS,1,0.06,0.01,51.85,5862.86,691.15,0.36,2.53,61.55,34.413,0.532,0.02,51.34
VHMS Yaman-Kasy,VHMS,1,3.11,12.07,535,1041,695,11.99,36.5,231,10,1.638,8.15,915
VHMS Yaman-Kasy,VHMS,1,558.55,4.23,13.22,7.4,695.28,0,14.67,1,691.941,3.171,0.03,8.91
VHMS Yaman-Kasy,VHMS,1,147.96,3,841.11,1159.14,708.38,4.26,70.12,135.77,1399.176,24.37,1.24,1032.84
VHMS Yaman-Kasy,VHMS,1,4.07,16.97,2486,681,710,14.79,32.84,574,5,1.924,7.85,965
VHMS Yaman-Kasy,VHMS,1,8.63,17.97,1396,949,731,13.1,40.73,258,1,2.517,8.81,1268
VHMS Yaman-Kasy,VHMS,1,0.01,0.13,124,8,733,0.01,4.46,1,0.1,0.008,58.16,5
VHMS Yaman-Kasy,VHMS,1,10.38,0.01,7790.19,8.3,736.35,0.24,129.58,272.13,1551.776,7.822,3.75,408.63
VHMS Yaman-Kasy,VHMS,1,8.02,19.65,1200,773,737,13.86,51.18,321,2,4.252,7.68,1512
VHMS Yaman-Kasy,VHMS,1,87.18,3.49,402.33,72.09,738.95,0.15,1031.73,41.06,2036.673,105.722,29.5,1021.8
VHMS Yaman-Kasy,VHMS,1,31.46,5.58,1518.27,203.33,794.65,127.2,2503.74,264.77,8274.3,315.335,34.93,1567.36
VHMS Yaman-Kasy,VHMS,1,280.5,0.02,2267.01,505.15,809.16,6.37,39.73,58.03,651.146,3.431,0.97,91.97
VHMS Yaman-Kasy,VHMS,1,1.58,23.77,829,876,830,35.92,152.62,698.35,5.615,6.392,10.3,2951
VHMS Yaman-Kasy,VHMS,1,4.07,14.6,1028,531,832,17.08,58.76,766,5,4.099,7.66,1753
VHMS Yaman-Kasy,VHMS,1,300.02,0.67,3236.09,637.71,833.26,4.13,42.71,28.95,355.392,2.092,3,802.03
VHMS Yaman-Kasy,VHMS,1,15.62,0.15,5671,6,861,0.08,2,1,117,0.603,0,1
VHMS Yaman-Kasy,VHMS,1,0.35,0.94,2686,4668,866,3.33,3.79,10,0.1,0.298,9.11,93
VHMS Yaman-Kasy,VHMS,1,0.09,0.03,350.52,2499.96,869.31,0.03,56.87,57.56,0.1,1.216,57.09,2163.36
VHMS Yaman-Kasy,VHMS,1,5.79,14.54,1242,468,874,8.88,81.66,531,5,7.771,5.38,2050
VHMS Yaman-Kasy,VHMS,1,399.61,0.75,2134.55,378.42,905.06,0.47,292.61,31.7,434.431,7.686,0.3,275.05
VHMS Yaman-Kasy,VHMS,1,6.19,7.57,334,960,922,5.93,51.4,264.55,8.755,1.199,4.12,1107
VHMS Yaman-Kasy,VHMS,1,9.94,4.26,1193.89,3934.05,923.14,3.53,61.44,33.66,36.046,13.983,3.86,2865.23
VHMS Yaman-Kasy,VHMS,1,6.1,55.99,817,6606,933,34.67,40,316,94,1.804,6.14,1030
VHMS Yaman-Kasy,VHMS,1,4.66,9.23,1195,331,960,9.56,88.22,585,3,6.663,4.78,2506
VHMS Yaman-Kasy,VHMS,1,0.89,13.61,71.95,1054.21,962.66,8.93,19.32,163.32,0.815,0.109,13.84,745.17
VHMS Yaman-Kasy,VHMS,1,0.15,0.18,367,868,964,5.78,2.54,6,1,0.182,78.03,41
VHMS Yaman-Kasy,VHMS,1,26.7,5.97,1319.79,3412.95,969.94,4.15,80.38,320.1,435.081,26.629,6.05,3533.62
VHMS Yaman-Kasy,VHMS,1,21.15,10.4,1562.28,500.67,981.03,2.06,81.63,697.08,1042.481,33.672,4.46,3066.78
VHMS Yaman-Kasy,VHMS,1,1.03,2.56,364,311,987,5.7,24.62,254,16,0.848,16.03,601
VHMS Yaman-Kasy,VHMS,1,19.75,1.3,1132.65,1985.86,987.53,2.16,12.97,46.03,91.115,3.791,9.74,534.79
VHMS Yaman-Kasy,VHMS,1,5.24,43.34,939,1353,989,36.91,119.32,618,101,1.98,9.56,2903
VHMS Yaman-Kasy,VHMS,1,139.93,2.07,1447.12,163.33,993.67,0.01,884.57,42.41,1293.705,113.412,23.95,350.76
VHMS Yaman-Kasy,VHMS,1,3.17,4.94,308,331,994,3.56,47.65,164.01,1.454,1.408,8.87,861
VHMS Yaman-Kasy,VHMS,1,31,0.4,3850,16,999,0.01,1.58,6,209,1.925,0,10
VHMS Yaman-Kasy,VHMS,1,4.93,20.04,1126,463,1000,14.44,64.17,369,13,4.099,13.92,1958
VHMS Yaman-Kasy,VHMS,1,15.77,2.81,489.28,5512.17,1011.3,3.01,18.79,62.64,91.914,5.707,3.29,915.25
VHMS Yaman-Kasy,VHMS,1,5.54,19.77,1236,316,1015,8.57,76.72,490,9,5.608,12.34,4317
VHMS Yaman-Kasy,VHMS,1,3.79,14.63,1460,717,1019,15.01,100.71,837,10,5.86,7.61,3469
VHMS Yaman-Kasy,VHMS,1,0.88,18.24,111.07,1119.48,1020.23,11.15,91.11,104.4,0.841,0.156,45.68,1527.32
VHMS Yaman-Kasy,VHMS,1,0.07,0.01,52,13,1021,0.01,1.97,9,0.1,0.047,48.35,5
VHMS Yaman-Kasy,VHMS,1,0.6,0.52,5,241,1024,6.54,0.02,9.14,3,0.411,12.59,107
VHMS Yaman-Kasy,VHMS,1,0.34,1.1,2148,4876,1025,6.52,1.32,6,1,0.3,23.68,98
VHMS Yaman-Kasy,VHMS,1,2.41,5.21,455,326,1038,5.35,27.94,218,15,1.224,24.12,792
VHMS Yaman-Kasy,VHMS,1,145.52,3.29,2300.53,1686,1043.8,2.66,19.25,128.45,111.749,4.211,6.41,787.41
VHMS Yaman-Kasy,VHMS,1,0,0.01,22,6,1051,0.06,0.1,1,0.1,0.008,20.33,5
VHMS Yaman-Kasy,VHMS,1,3.81,11.54,1290,315,1055,15.62,90.55,630,3,7.271,4.97,2724
VHMS Yaman-Kasy,VHMS,1,1.1,3.15,717,6624,1056,9.65,5.35,17,0.1,0.15,16.89,14
VHMS Yaman-Kasy,VHMS,1,5.87,8.68,4981.59,1234.13,1057.97,0.29,55.92,465.01,65.38,6.723,6.31,2200.62
VHMS Yaman-Kasy,VHMS,1,3.41,12.66,761,443,1062,9.73,58.98,505,46,5.139,11.06,1540
VHMS Yaman-Kasy,VHMS,1,6.23,19.71,1193,420,1079,9.69,82.46,571,11,5.709,12.08,1902
VHMS Yaman-Kasy,VHMS,1,0.21,0.44,220,963,1085,7.78,5.76,7,0.1,0.261,56.16,78
VHMS Yaman-Kasy,VHMS,1,3.77,14.18,1266,449,1093,13.82,92.78,693,13,6.529,9.64,2768
VHMS Yaman-Kasy,VHMS,1,0.85,10.88,3572.25,388.65,1101.15,17.12,3132.19,341.64,2172.448,2.444,8.94,2505.7
VHMS Yaman-Kasy,VHMS,1,104.54,3,3220,7387.48,1114.51,1.04,16.41,52.82,81.715,1.85,18.64,652.62
VHMS Yaman-Kasy,VHMS,1,97,6.67,1141.77,3640.47,1118.75,3.4,23.31,71.63,132.952,5.614,10.74,408.16
VHMS Yaman-Kasy,VHMS,1,3.79,14.83,1252,388,1123,13.5,97.08,726,11,7.154,11.16,2807
VHMS Yaman-Kasy,VHMS,1,6.61,19.15,1261,437,1133,15.76,90.84,543,4,8.415,5.74,2387
VHMS Yaman-Kasy,VHMS,1,20.91,11.44,1493.84,476.96,1139.24,1.89,92.99,724.08,1190.043,39.586,5.21,3348.66
VHMS Yaman-Kasy,VHMS,1,5.25,13.79,1089,243,1150,13.17,90.34,691,2,6.616,7.2,2783
VHMS Yaman-Kasy,VHMS,1,6.22,16.27,1240,268,1167,16.88,98.75,680,3,7.569,6.78,2673
VHMS Yaman-Kasy,VHMS,1,5.55,12.17,1220,283,1171,19.84,97.7,910,5,7.556,5.21,2917
VHMS Yaman-Kasy,VHMS,1,1.49,11.32,217.47,8259.17,1183.01,13.7,2914.48,105.4,1982.962,0.487,64.76,1450.33
VHMS Yaman-Kasy,VHMS,1,0.91,8.95,1664.67,368.48,1185.52,1.83,101.95,511,3.461,7.197,16.34,3378.2
VHMS Yaman-Kasy,VHMS,1,3.6,16.03,1358,401,1187,15.39,92.51,687,8,6.367,9.59,2715
VHMS Yaman-Kasy,VHMS,1,1.95,7.58,3275.5,856.11,1196.07,4.06,83.78,404.87,12.369,5.847,12.72,2291.81
VHMS Yaman-Kasy,VHMS,1,1.18,6.11,2792.53,2628.21,1215.38,4.32,64.1,165.94,4.069,4.409,34.47,1306.3
VHMS Yaman-Kasy,VHMS,1,195.56,1.29,1212.11,530.14,1215.59,2.41,4.71,11.76,256.798,1.222,2.68,484.33
VHMS Yaman-Kasy,VHMS,1,0.07,1.01,1374.44,1166.84,1223.28,1.31,28.89,167.97,17.578,4.023,6.04,1312.73
VHMS Yaman-Kasy,VHMS,1,6.91,15.95,1229,303,1227,12.55,99.5,698,3,7.813,8.71,2917
VHMS Yaman-Kasy,VHMS,1,9.45,18.28,1209,348,1232,12.5,89.97,568,2,6.807,10.99,2542
VHMS Yaman-Kasy,VHMS,1,0.35,24.43,2040.43,1142.2,1236.79,0.74,106.27,696.52,4.829,7.474,17.73,4045.7
VHMS Yaman-Kasy,VHMS,1,0.02,0.08,116,11,1239,0.06,2.23,1,0.1,0.014,71.43,5
VHMS Yaman-Kasy,VHMS,1,17.18,3.27,2147.09,1627.24,1248.4,2.91,19.93,29.9,29.276,4.62,9.97,1090.13
VHMS Yaman-Kasy,VHMS,1,12.52,0.41,1458.99,277.96,1260.51,0.29,962.38,511.68,2918.217,90.343,84.89,3345.46
VHMS Yaman-Kasy,VHMS,1,48.9,4.16,1012.95,4720.87,1265.84,4.19,25.86,99.34,69.955,5.799,6.16,1079.36
VHMS Yaman-Kasy,VHMS,1,5.87,2.05,1471.51,685.24,1281.2,4.6,147.42,562.82,29.334,14.827,5.47,2725.38
VHMS Yaman-Kasy,VHMS,1,16.78,2.41,1262.3,270.08,1330.51,0.1,2611.78,662.05,3971.506,110.038,62.42,3273.87
VHMS Yaman-Kasy,VHMS,1,148.89,0.36,7201.33,150.72,1336.24,1.67,13.44,49.12,128.484,1.464,0.47,155.99
VHMS Yaman-Kasy,VHMS,1,2.97,3.17,1283.67,705.86,1337.54,4.63,133.78,497.37,16.616,12.732,3.71,2641.42
VHMS Yaman-Kasy,VHMS,1,4.31,3.33,664.25,5591.7,1351.33,3.99,58.6,154.55,4.76,5.468,14.56,1534.88
VHMS Yaman-Kasy,VHMS,1,0.07,0.09,211.39,12.64,1354.78,0.16,2.11,8.6,0.006,0.069,0.53,32.06
VHMS Yaman-Kasy,VHMS,1,6.57,20.78,1373,298,1392,18.56,94.67,1766,32,6.499,11.67,9028
VHMS Yaman-Kasy,VHMS,1,0.21,0.62,28,1037,1407,4.03,0.04,5,0.1,0.042,1.88,32
VHMS Yaman-Kasy,VHMS,1,594.52,0.25,3622.31,35.7,1412.96,0.23,39.18,17.06,1294.451,4.287,0.51,571.49
VHMS Yaman-Kasy,VHMS,1,8.11,20.92,1458,343,1418,17.47,118.64,1037,6,9.364,7.66,2922
VHMS Yaman-Kasy,VHMS,1,0.47,18,1837.59,494.99,1418.32,1.42,95.94,633.32,14.28,7.613,17.2,3720.42
VHMS Yaman-Kasy,VHMS,1,42.09,1.41,1545.5,450.24,1497.85,1.38,4.83,6.04,119.793,1.007,7.29,285.4
VHMS Yaman-Kasy,VHMS,1,8.92,18.81,1297,396,1505,16.61,104.81,733,4,8.579,6.52,3235
VHMS Yaman-Kasy,VHMS,1,0.46,0.01,7631,99,1549,0.41,2.73,11,79,1.436,0.03,21
VHMS Yaman-Kasy,VHMS,1,11.34,0.74,116,46,1561,1.7,9.85,3.04,26,0.923,14.17,157
VHMS Yaman-Kasy,VHMS,1,6.55,34.56,572.95,623.37,1577.2,13.83,58.11,485.36,0.951,0.419,34.82,2176
VHMS Yaman-Kasy,VHMS,1,60.7,2.7,7389.89,1602.6,1588.32,4.42,66.17,320.94,337.61,12.028,4.08,1087.6
VHMS Yaman-Kasy,VHMS,1,0.86,0.01,3062.36,2.56,1629.77,5.07,4.03,0.38,247.958,2.555,0.04,2.57
VHMS Yaman-Kasy,VHMS,1,4.08,0.88,1711.27,387.07,1641.86,6.24,207.08,991.2,252.256,31.094,16.39,5005.38
VHMS Yaman-Kasy,VHMS,1,0.3,0.94,15,1525,1661,8.09,0.1,6,0.1,0.051,4.5,13
VHMS Yaman-Kasy,VHMS,1,8.47,1.96,596.25,5130.64,1737.54,3.15,34.09,25.94,4.431,2.731,10.65,1058.78
VHMS Yaman-Kasy,VHMS,1,81.17,4.31,2968.33,4647.2,1815.96,3.35,31.77,32.98,115.164,3.552,17.55,1389.77
VHMS Yaman-Kasy,VHMS,1,1184.98,0.01,2210.66,440.75,1841.26,5.19,18.07,18.46,1592.217,3.143,0.07,16.26
VHMS Yaman-Kasy,VHMS,1,1.91,0.59,72.43,108.03,1891.62,0.26,24.67,3.89,162.557,4.304,2.02,46.15
VHMS Yaman-Kasy,VHMS,1,0.05,0.05,2690.12,694.17,1909.4,0.76,6.22,17.31,5.328,0.514,0.07,89.89
VHMS Yaman-Kasy,VHMS,1,95.94,0.01,1578.35,224.3,1974.93,1.03,9.1,10.31,661.053,4.496,4.07,106.07
VHMS Yaman-Kasy,VHMS,1,106.92,13.88,8798.87,1364.2,1999.88,2.02,83.25,947.09,262.818,16.316,6.85,2468.76
VHMS Yaman-Kasy,VHMS,1,0.05,0.01,2661.65,3131.11,2014.6,1.35,8.18,18.72,15.496,0.998,0.01,54.56
VHMS Yaman-Kasy,VHMS,1,21.1,2.63,236.72,109.35,2020.16,0.64,319.89,12.85,569.658,27.528,5.58,301.74
VHMS Yaman-Kasy,VHMS,1,165.49,11.3,1749.85,700.53,2179.88,3.4,227.42,1322.41,2272.398,84.938,5.93,6746.38
VHMS Yaman-Kasy,VHMS,1,53.46,23.51,6256.75,949.74,2212.31,1.03,106.28,781.65,360.195,24.61,8.55,2373.19
VHMS Yaman-Kasy,VHMS,1,195.25,1.44,734.39,482.94,2223.23,1.59,3.02,6.48,267.367,3.319,2,375.11
VHMS Yaman-Kasy,VHMS,1,55.3,0.84,979.16,3464.22,2234.19,0.94,30.47,14.13,150.615,4.102,10.97,633.65
VHMS Yaman-Kasy,VHMS,1,0.94,0.88,538,141,2326,0.94,6.66,7.54,13,1.194,10.25,476.09
VHMS Yaman-Kasy,VHMS,1,16.37,7.21,1351.06,3206.4,2330.3,6.87,117.31,512.25,22.758,14.455,10.87,3582.03
VHMS Yaman-Kasy,VHMS,1,1.02,1.11,4677.86,1725.91,2354.53,5.01,32.38,169.19,35.426,2.912,1.6,806.81
VHMS Yaman-Kasy,VHMS,1,0.01,0.41,828.59,73.97,2369.22,5.67,4.23,9.23,17.397,0.208,0.02,64.49
VHMS Yaman-Kasy,VHMS,1,415.78,3.97,4727.02,390.08,2381.47,2.22,8843.04,842.33,8650.91,200.64,132.86,5327.58
VHMS Yaman-Kasy,VHMS,1,3.16,1.41,542,73,2383,7.39,27.71,227.44,15,2.295,33.67,317.23
VHMS Yaman-Kasy,VHMS,1,0.18,47,1077,670,2414,16.3,103.12,358.34,54.065,10.678,48.98,2346
VHMS Yaman-Kasy,VHMS,1,462.4,0.01,451.09,9.98,2457.46,4.24,1.97,1.34,1103.352,1.006,0.02,3.54
VHMS Yaman-Kasy,VHMS,1,0.01,0.09,42,16,2529,0.01,1.02,1,0.1,0.035,6.1,25.82
VHMS Yaman-Kasy,VHMS,1,6.22,2.51,156.79,85.18,2540.2,1.12,142.43,9.07,491.692,13.505,10.2,136.86
VHMS Yaman-Kasy,VHMS,1,319.49,9.59,1015.76,1171.51,2632.29,5.17,46.03,122.74,37.316,2.575,57.13,786.86
VHMS Yaman-Kasy,VHMS,1,27.58,4.11,5104.42,700.94,2672.53,0.4,7507.67,1158.72,8964.476,244.837,61.72,6124.52
VHMS Yaman-Kasy,VHMS,1,45.99,0.66,1127.63,363.37,2731.87,3.48,19.06,80.79,118.964,2.036,0.19,2344.58
VHMS Yaman-Kasy,VHMS,1,170.1,0.32,3989.54,2235.56,2736.85,7.75,17.6,30.29,509.323,2.991,0.22,62.95
VHMS Yaman-Kasy,VHMS,1,0.17,0.64,653.36,116.4,2879.56,1.29,27.61,52.22,1.621,5.143,0.29,497.05
VHMS Yaman-Kasy,VHMS,1,0.04,0.64,2838,161,2892,1.12,282.47,938.03,143.895,25.66,20.65,5605
VHMS Yaman-Kasy,VHMS,1,8.98,0.07,4335.54,506.26,2972.89,12.79,8.81,30.44,41.984,0.794,0.16,143.86
VHMS Yaman-Kasy,VHMS,1,0.16,57,1467,875,3048,9.27,139.05,435.46,157.42,12.546,39.66,2747
