Deposit,Deposit style,Label,Co59,Ni60,Cu65,Zn66,As75,Mo95,Ag107,Sb121,Te125,Au197,Tl205,Pb208
Orogenic Victory,Orogenic Au,2,37.19,40.79,3.72,0.24,25.86,0,1.51,0.35,3.805,0.045,0.02,30.89
Orogenic Victory,Orogenic Au,2,42.91,44.38,3.44,0.37,58.59,0.01,0.89,0.21,2.91,0.039,0.01,16.44
Orogenic Victory,Orogenic Au,2,24.34,64.76,0.07,0.02,0.16,0,0.01,0,0.102,0.023,0,0.19
Orogenic Victory,Orogenic Au,2,113.34,61.42,0.01,0.04,0.12,0,0,0,0.018,0.001,0,0
Orogenic Victory,Orogenic Au,2,2.33,20.92,0.01,0.02,0.12,0,0,0,0.016,0.001,0,0
Orogenic Victory,Orogenic Au,2,35.03,89.94,0.04,0.06,0.13,0,0,0,0.116,0.011,0,0.13
Orogenic Victory,Orogenic Au,2,50.18,43.56,0.01,0.05,0.13,0,0,0,0.01,0.001,0,0
Orogenic Victory,Orogenic Au,2,9.76,79.06,0.07,0.05,0.13,0,0,0,0.087,0.001,0,0.23
Orogenic Victory,Orogenic Au,2,17.07,64.33,0.06,0.01,0.14,0,0,0,0.177,0.001,0,0
Orogenic Victory,Orogenic Au,2,54.36,54.12,0.05,0.09,0.14,0,0.01,0,0.12,0.006,0,0.22
Orogenic Victory,Orogenic Au,2,0.73,6.33,0.03,0.03,0.14,0,0,0,0.49,0.001,0,0.03
Orogenic Victory,Orogenic Au,2,94.77,66.01,0.03,0.03,0.14,0,0,0,0.012,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,4.17,31.46,0.03,0.05,0.15,0,0,0,0.172,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,1.13,9.84,0.02,0.03,0.15,0,0,0,0.569,0.001,0,0
Orogenic Victory,Orogenic Au,2,3.56,32.8,0.13,0.02,0.15,0,0,0,0.308,0.003,0,0.05
Orogenic Victory,Orogenic Au,2,22.14,31.92,0.11,0.02,0.16,0,0.05,0,0.185,0.005,0,0.31
Orogenic Victory,Orogenic Au,2,2.4,15.22,0.01,0.04,0.16,0,0,0,0.661,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,4.91,27.39,0.02,0.02,0.16,0,0,0,0.015,0.001,0,0
Orogenic Victory,Orogenic Au,2,1.28,10.87,0.03,0.02,0.16,0,0,0,0.854,0.001,0,0
Orogenic Victory,Orogenic Au,2,151.91,45.52,0.07,0.03,0.16,0,0,0,0.153,0.008,0,0.15
Orogenic Victory,Orogenic Au,2,9.91,9.56,0.03,0.02,0.18,0,0,0,0.019,0.001,0,0
Orogenic Victory,Orogenic Au,2,104.84,87.73,0.01,0.03,0.29,0,0,0,0.012,0.001,0,0
Orogenic Victory,Orogenic Au,2,2.55,21.31,0.01,0.03,0.32,0,0,0,0.463,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,123.25,67.79,0.07,0.05,0.36,0,0,0,0.173,0.005,0,0.18
Orogenic Victory,Orogenic Au,2,3.95,38.68,0.03,0.02,0.37,0,0,0,0.197,0.001,0,0
Orogenic Victory,Orogenic Au,2,9.96,59.05,0.12,0.05,0.38,0,0.01,0,0.942,0.008,0,0.22
Orogenic Victory,Orogenic Au,2,90,63.43,0.01,0.03,0.4,0,0,0,0.01,0.001,0,0
Orogenic Victory,Orogenic Au,2,31,90.11,0.03,0.02,0.43,0,0,0,0.064,0.001,0,0
Orogenic Victory,Orogenic Au,2,5.65,34.36,0.01,0.05,0.43,0,0,0,0.016,0.001,0,0
Orogenic Victory,Orogenic Au,2,36.46,73.68,0.01,0.02,0.44,0,0,0,0.022,0.001,0,0
Orogenic Victory,Orogenic Au,2,15.27,106.82,0.01,0.01,0.45,0,0,0,0.015,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,14.89,107.1,0.03,0.01,0.48,0,0.02,0,0.022,0.001,0,1.2
Orogenic Victory,Orogenic Au,2,30.05,122.47,0.02,0.02,0.54,0,0,0,0.02,0.001,0,0
Orogenic Victory,Orogenic Au,2,1.77,11.81,0.04,0.1,0.55,0,0,0,0.529,0.001,0,0.01
Orogenic Victory,Orogenic Au,2,460.59,52.35,0.03,0.02,0.66,0,0,0,0.049,0.001,0,0.05
Orogenic Victory,Orogenic Au,2,44.03,102.59,0.01,0.02,0.66,0,0,0,0.057,0.001,0,0.02
Orogenic Victory,Orogenic Au,2,227.67,189,0.2,0.04,0.73,0,0.01,0,0.056,0.018,0,0.12
Orogenic Victory,Orogenic Au,2,22.39,99.28,0.01,0.01,0.83,0,0,0,0.017,0.001,0,0
Orogenic Victory,Orogenic Au,2,456.93,394.26,0.1,0.37,0.93,0.02,0.01,0.02,0.262,0.027,0,0.04
Orogenic Victory,Orogenic Au,2,11.06,29.62,280.29,0.27,0.95,0,0.09,0.05,2.386,0.231,0,5.96
Orogenic Victory,Orogenic Au,2,14.82,100.89,0.05,0.02,1.03,0,0,0,0.047,0.003,0,0.08
Orogenic Victory,Orogenic Au,2,564.93,27.83,0.19,0.25,1.07,0,0.19,0.01,5.571,0.114,0,6.32
Orogenic Victory,Orogenic Au,2,70.88,49.64,0.54,0.26,1.14,0,0.05,0.01,0.23,0.003,0,0.39
Orogenic Victory,Orogenic Au,2,85.95,59.78,0.01,0.02,1.26,0,0,0,0.018,0.001,0,0
Orogenic Victory,Orogenic Au,2,44.71,121.88,0.01,0.02,1.36,0,0,0,0.019,0.001,0,0
Orogenic Victory,Orogenic Au,2,321.07,232.44,0.08,0.13,1.42,0.01,0.01,0.02,0.077,0.004,0.01,0
Orogenic Victory,Orogenic Au,2,685.11,411.83,0.09,0.1,1.46,0.01,0.01,0.02,0.159,0.004,0,0.02
Orogenic Victory,Orogenic Au,2,139,537.18,0.21,0.15,1.96,0.02,0.01,0.02,0.134,0.009,0,0.03
Orogenic Victory,Orogenic Au,2,34.11,43.43,0.35,0.04,2.45,0,0.02,0,4.334,0.022,0,0.45
Orogenic Victory,Orogenic Au,2,1256.05,348.88,0.08,0.11,2.52,0.01,0.02,0.01,0.106,0.004,0,0.01
Orogenic Victory,Orogenic Au,2,1245.38,806.9,0.19,0.3,2.75,0.01,0.04,0.01,0.533,0.211,0,0.31
Orogenic Victory,Orogenic Au,2,3578.72,67.65,0.09,0.15,3.76,0.01,0.01,0.02,0.096,0.038,0,0.09
Orogenic Victory,Orogenic Au,2,132.31,662.21,0.06,0.29,5.04,0.02,0.01,0.02,0.39,0.003,0,0.01
Orogenic Victory,Orogenic Au,2,51.3,47.61,3.2,0.37,5.85,0.01,1.04,0.27,3.118,0.032,0.01,6.87
Orogenic Victory,Orogenic Au,2,56.53,43.19,3.28,0.23,13.54,0,1.14,0.26,3.258,0.082,0.01,12.49
Orogenic Victory,Orogenic Au,2,57.86,42.57,27.12,0.15,13.55,0,0.04,0.02,0.122,0.008,0.01,0.53
Orogenic Victory,Orogenic Au,2,63.42,38.93,3.66,0.15,13.95,0,0.05,0.01,0.165,0.014,0,0.52
Orogenic Victory,Orogenic Au,2,59.7,41,8.13,0.13,14.11,0,0.16,0.02,0.304,0.007,0.01,1.4
Orogenic Victory,Orogenic Au,2,14.85,25.8,18.22,0.05,19.26,0,0.03,0.05,0.09,0.012,0.02,0.91
Orogenic Victory,Orogenic Au,2,31.11,40.43,4.74,1.73,26.27,0,0.46,0.2,1.99,0.052,0.01,7.6
Orogenic Victory,Orogenic Au,2,527.59,28.61,3.83,0.69,31.84,0,1.34,0.26,4.295,0.045,0.04,35.91
Orogenic Victory,Orogenic Au,2,35.03,40.84,3.61,0.22,32.13,0,1.06,0.44,3.764,0.083,0.02,23.64
Orogenic Victory,Orogenic Au,2,67.89,48.42,5.37,0.11,32.65,0.01,1.31,0.36,4.504,0.08,0.02,18.49
Orogenic Victory,Orogenic Au,2,300.99,41.8,2.92,0.4,47.46,0.01,1.04,0.46,4.22,0.074,0.03,25.28
Orogenic Victory,Orogenic Au,2,24.49,42.14,4.13,0.36,56.87,0,1.4,0.4,5.079,0.074,0.03,43.97
Orogenic Victory,Orogenic Au,2,517.78,16.41,3.16,0.95,68.7,0,0.62,0.15,2.603,0.07,0.02,7.81
Orogenic Victory,Orogenic Au,2,44.22,53.71,4.2,3,75.73,0,1.27,0.44,4.755,0.119,0.02,23.66
Orogenic Hill50,Orogenic Au,2,99.51,35.72,20.65,88.49,10.12,2.67,1.76,8.58,10.032,7.843,0.01,32.52
Orogenic Hill50,Orogenic Au,2,164.99,23.66,2.52,11.58,19.7,0.04,0.08,1.6,5.928,0.63,0.05,10.92
Orogenic Hill50,Orogenic Au,2,1.85,22.39,0.62,12.09,438.77,0.02,0.01,2.32,0.069,0.017,0,1.64
Orogenic Hill50,Orogenic Au,2,29.23,27.47,0.33,1.85,1.21,0.02,0.01,0.17,1.292,0.018,0,0.75
Orogenic Hill50,Orogenic Au,2,2.04,22.94,153.22,2.8,2352.29,0.24,3.14,15.74,0.18,1.064,0.02,21.11
Orogenic Hill50,Orogenic Au,2,0.59,6.61,150.23,0.35,4195.88,0.75,1.11,12.52,0.324,0.883,0.02,22.65
Orogenic Hill50,Orogenic Au,2,0.21,1.8,7.53,0.5,5356.96,0.08,0.06,19.1,0.069,0.354,0.09,6.58
Orogenic Hill50,Orogenic Au,2,0.74,33.75,256.07,0.54,2430.99,0.06,5.19,5.97,0.257,1.431,0.03,30.04
Orogenic Hill50,Orogenic Au,2,438.11,55.36,3.63,25.74,17.4,0.02,1.48,6.37,16.077,1.727,0.06,33.61
Orogenic Hill50,Orogenic Au,2,0.67,3.03,5.92,0.4,2265.94,1.09,0.79,24.75,0.069,0.392,0.03,9.69
Orogenic Hill50,Orogenic Au,2,66.18,12.12,2.02,5.83,17.08,0.43,0.21,2.75,6.998,0.993,0.01,39.29
Orogenic Hill50,Orogenic Au,2,148.82,32.63,0.89,1.8,9.5,0.02,1.83,0.25,1.661,11.35,0,1.62
Orogenic Hill50,Orogenic Au,2,1.03,6.98,97.06,0.34,3349.27,3.88,2.14,18.43,0.423,2.582,0.01,20.53
Orogenic Hill50,Orogenic Au,2,75.28,75.1,0.34,0.6,3.49,0.02,0.01,0.16,2.4,0.005,0,0.49
Orogenic Hill50,Orogenic Au,2,0.22,2.85,77.38,0.47,1845.73,0.04,1.71,4.7,0.281,0.656,0.02,11.69
Orogenic Hill50,Orogenic Au,2,60.72,57.66,2.47,5.92,10.8,12.63,0.79,4.33,12.23,3.613,0.01,22.61
Orogenic Hill50,Orogenic Au,2,0.05,11.8,301.36,4.81,2005.93,0.03,5.27,21.1,0.288,1.316,0.02,29.43
Orogenic Hill50,Orogenic Au,2,1.32,7.54,8.55,3.66,1580.23,0.15,0.95,85.72,0.293,0.276,0.08,11.54
Orogenic Hill50,Orogenic Au,2,67.93,45.67,2.96,18.48,3.41,0.1,0.05,0.9,0.853,0.096,0,6.77
Orogenic Hill50,Orogenic Au,2,3.1,24.24,21.03,0.12,3823.97,0.02,1.06,9.53,0.514,0.267,0,12.72
Orogenic Hill50,Orogenic Au,2,208.23,34.48,0.61,4.62,3.63,0.02,0.03,1.22,4.211,0.005,0.03,3.84
Orogenic Hill50,Orogenic Au,2,20.21,57.47,1.52,0.81,4.92,0.02,0.19,3.38,9.36,0.585,0,20.23
Orogenic Wallaby,Orogenic Au,2,862.65,2485.67,3.04,5.77,656.07,0.02,0.09,4.91,5.668,0.955,0,4.35
Orogenic Wallaby,Orogenic Au,2,56.85,281.34,173.06,72.14,32.14,1.9,0.61,12.49,3.289,0.336,0.12,29.48
Orogenic Wallaby,Orogenic Au,2,218.85,2011.8,0.55,0.43,326.98,0.02,0.01,0.12,0.447,0.028,0,2.48
Orogenic Wallaby,Orogenic Au,2,596.59,3633.73,30.3,2.74,322.53,0.04,0.3,25.98,45.323,3.672,0.11,136.77
Orogenic Wallaby,Orogenic Au,2,32.37,253.91,5.28,38.87,38.22,23.15,0.18,4.86,1.155,1.568,0.12,4.65
Orogenic Wallaby,Orogenic Au,2,56.31,246.8,5.04,43.72,26.32,2.7,0.04,6.54,0.689,0.236,0.01,7.37
Orogenic Wallaby,Orogenic Au,2,300.68,1120.48,9.35,0.88,199.01,0.02,0.12,18.8,4.214,0.673,0,8.5
Orogenic Wallaby,Orogenic Au,2,139.6,164.76,136.15,1.11,12.72,0.02,0.11,0.64,1.195,0.111,0,11.19
Orogenic Wallaby,Orogenic Au,2,107.96,1027.48,0.65,0.45,134.18,0.02,0.01,0.95,0.57,0.052,0,0.68
Orogenic Wallaby,Orogenic Au,2,100.53,280.71,1.21,0.7,27.4,307.2,0.01,1.42,0.644,0.261,0,7.79
Orogenic Wallaby,Orogenic Au,2,395.01,2023.57,28.73,8.95,243.37,0.02,0.23,28.64,18.977,1.887,0.14,36.68
Orogenic Wallaby,Orogenic Au,2,68.69,222.88,0.32,0.13,66.14,0.02,0.01,0.01,0.078,0.005,0,0.1
Orogenic Wallaby,Orogenic Au,2,1459.49,2702.54,5.84,4.35,266.53,0.02,0.05,5.03,6.286,0.182,0.03,20.15
Orogenic Wallaby,Orogenic Au,2,398.45,1782.81,3.56,4.59,233.14,0.02,0.01,1.85,0.605,0.03,0.01,12.25
Orogenic Wallaby,Orogenic Au,2,574.78,1321.25,9.24,30.41,348.38,0.06,0.1,13.8,25.584,0.339,0.14,24.56
Orogenic Wallaby,Orogenic Au,2,331.48,513.86,32.46,27.27,104.92,0.02,0.23,23.76,16.172,1.023,0.22,28.38
Orogenic Wallaby,Orogenic Au,2,63.88,160.41,29.7,29.06,38.81,0.02,0.04,0.55,0.395,0.005,0,2.36
Orogenic Wallaby,Orogenic Au,2,36.11,232.06,0.62,0.13,18.44,0.08,0.94,1.01,1.308,0.463,0.01,363.21
Orogenic Wallaby,Orogenic Au,2,293.58,1332.12,2.48,0.97,268.35,0.02,0.02,1.95,2.169,0.082,0,6.96
Orogenic Wallaby,Orogenic Au,2,54.04,32.7,2.55,0.34,17.76,0.02,0.04,0.57,0.248,0.005,0,4.27
Orogenic Wallaby,Orogenic Au,2,6.8,80.58,1471.93,1.84,16.43,0.04,0.59,0.05,0.352,0.012,0,8.59
Orogenic Wallaby,Orogenic Au,2,113.41,49.2,2.58,0.13,23.42,0.02,0.01,1.28,0.204,0.011,0,4.7
Orogenic Wallaby,Orogenic Au,2,2875,3307.82,12.89,6.47,252.8,0.02,0.11,11.25,10.909,0.402,0.1,40.28
Orogenic Wiluna,Orogenic Au,2,864.67,107.81,310.87,90.19,5811.83,0.03,12.26,327.89,2.16,2.99,0.09,56.55
Orogenic Wiluna,Orogenic Au,2,139.97,276.91,18.76,19.1,7881.86,0,0.75,60.58,0.56,7.5,0.25,8.35
Orogenic Wiluna,Orogenic Au,2,52.76,27.37,56.42,670.27,5968.39,7.71,2.92,96.91,5.91,13.28,0.88,211.65
Orogenic Wiluna,Orogenic Au,2,8.06,16.58,39.68,10.38,18630.08,0.01,1.19,21.16,3.5,40.16,0.04,28.42
Orogenic Wiluna,Orogenic Au,2,816.81,442.47,279.95,33.02,14549.19,0.03,0.59,24.91,2.14,12.79,0.06,43.31
Orogenic Wiluna,Orogenic Au,2,102.48,411.63,6.17,0.42,15359.79,0.02,0.14,10.06,0.11,6.93,0.01,10.78
Orogenic Wiluna,Orogenic Au,2,150.55,342.86,77.43,1.04,19601.94,0.13,0.4,39.1,1.32,25.6,0.02,43.49
Orogenic Wiluna,Orogenic Au,2,30.95,16.8,36.41,32.76,18194.17,1.61,6.85,111.38,6.6,22.33,0.14,163.45
Orogenic Wiluna,Orogenic Au,2,1162,1078.02,38.88,3.28,19600.11,0.04,0.24,29.42,1.76,29.72,0.24,39.57
Orogenic Wiluna,Orogenic Au,2,694.38,285.08,247.09,183.55,4788.26,0.02,7.52,265.51,4.86,3.27,0.77,102.37
Orogenic Wiluna,Orogenic Au,2,1209.14,1399.32,584.25,9.42,2090.89,0,1.5,12.47,4.34,1.64,0.06,34.79
Orogenic Wiluna,Orogenic Au,2,103.88,279.68,29.89,0.62,11269.55,0,0.69,45.14,0.4,11.36,0.08,87.08
Orogenic Wiluna,Orogenic Au,2,83.36,308.47,13.75,7.45,14392.22,0,0.43,30.65,0.8,6.5,0.03,42.17
Orogenic Wiluna,Orogenic Au,2,52.26,170.2,28.19,49.69,15538.06,0.22,2.4,118.76,1.84,36.23,0.42,16.67
Orogenic Wiluna,Orogenic Au,2,824.88,1204.21,33.97,4.15,2702.55,0.03,0.26,22.38,4.2,1.5,0.07,53.74
Orogenic Wiluna,Orogenic Au,2,47.71,241.75,11.72,4.18,17709.58,0.04,0.31,14.21,0.07,19.67,0.03,35.62
Orogenic Wiluna,Orogenic Au,2,48.56,147.63,80.66,8.22,16379.71,0.72,18.16,82.64,19.59,83.95,0.04,157.04
Orogenic Wiluna,Orogenic Au,2,49.53,118.36,27.71,10.61,14707.31,0.01,1.7,89.22,1.72,6.45,0.18,19.14
Orogenic Wiluna,Orogenic Au,2,381.74,690.25,211.08,5.9,12999.39,0,2.84,211.87,2.15,17.77,0.49,415.81
Orogenic Wiluna,Orogenic Au,2,16.21,194.56,286.14,3.98,14999.01,0.22,0.69,30.96,0.94,11.01,0.02,36.41
Orogenic Wiluna,Orogenic Au,2,1828.3,761.73,41.22,8.16,10750.13,0.27,0.3,25.2,3.4,12.49,0.18,51.4
Orogenic Wiluna,Orogenic Au,2,27.23,88.19,18.03,5.56,16517.76,0.01,0.59,23.78,1.51,32.74,0.13,27.9
Orogenic Wiluna,Orogenic Au,2,3241.74,485.13,1232.09,126.46,3728.01,0.03,1.26,20.53,8.28,2.41,0.09,66.98
Orogenic Wiluna,Orogenic Au,2,100.99,314.04,8.77,4.59,15048.76,0.01,0.2,13.17,0.27,8.14,0.04,23.91
Orogenic Wiluna,Orogenic Au,2,2370.96,956.16,1411.43,43.2,1130,0.01,1.63,28.15,2.57,1.23,0.07,26.54
Orogenic Wiluna,Orogenic Au,2,40.63,166.6,44.8,0.6,16824.56,0,0.47,49.79,0.31,13.77,0.02,33.08
Orogenic Wiluna,Orogenic Au,2,15.18,84.33,5.03,0.19,17002.21,0,0.27,4.41,0.27,7.42,0.01,7.59
Orogenic Wiluna,Orogenic Au,2,78.09,382.17,151.48,8.98,10686.8,0.14,1.43,94.12,0.5,7.32,0.2,185.42
Orogenic Wiluna,Orogenic Au,2,193.68,599.51,10.7,22.91,9863.1,0.06,0.11,10.3,0.26,8.01,0.03,12.8
Orogenic Wiluna,Orogenic Au,2,62.63,264.8,28.62,23.65,13524.23,0.02,1.21,57.34,0.95,15.93,0.27,15.64
Orogenic Wiluna,Orogenic Au,2,104.09,111.04,152.06,32.71,8353.14,0.01,0.37,16.4,0.46,15.03,0.17,7.57
Orogenic Wiluna,Orogenic Au,2,32.45,24.44,80.52,139.6,14183.12,790.86,21.3,525.73,10.11,15.64,4.83,628.29
Orogenic Wiluna,Orogenic Au,2,108.75,318.65,191.32,1.79,14008.36,0,1.49,79.7,2.01,18.55,0.17,147.76
Orogenic Wiluna,Orogenic Au,2,12.47,51.88,11.52,0.69,14402.61,0.01,0.36,23.4,0.27,16.81,0.04,19.28
Orogenic Wiluna,Orogenic Au,2,2117.14,113.17,48.65,33.19,4864.03,0.13,1.57,107.01,1.91,2.42,0.18,154.15
Orogenic Wiluna,Orogenic Au,2,26.81,57.32,288.26,84.95,18641.98,0.02,9.69,55.45,11.14,97.63,0.04,102.84
Orogenic Wiluna,Orogenic Au,2,119.46,210.27,20.76,95.45,18613.09,0.06,0.06,18.9,0.28,43.12,0.02,13.77
Orogenic Wiluna,Orogenic Au,2,37.4,132.81,14.96,10.61,17103.96,0.73,0.59,40.56,1.06,29.32,0.12,26.2
Orogenic Wiluna,Orogenic Au,2,67.5,205.71,19.92,0.71,18633.3,0.04,0.03,11.65,0.1,8.3,0.05,6.01
Orogenic Wiluna,Orogenic Au,2,29.47,155.97,25.72,1.04,16000.29,0.01,0.3,16.11,0.08,13.19,0.01,22.44
Orogenic Wiluna,Orogenic Au,2,825.92,1144.1,24.29,77.74,17221.65,0.04,0.14,18.86,2.03,29.61,0.09,23.76
Orogenic Wiluna,Orogenic Au,2,1426.43,630.58,27.06,7.18,4098.15,0.02,0.17,19.96,4.7,3.84,0.1,51.74
Orogenic Wiluna,Orogenic Au,2,96.46,280.76,6.2,0.57,13349.42,0,0.14,9.99,0.25,12.27,0.02,10.17
Orogenic Wiluna,Orogenic Au,2,430.77,530.5,19.89,2.3,15284.77,0.07,0.15,20.63,1.67,24.96,0.06,22.25
Orogenic Wiluna,Orogenic Au,2,1296.09,1599.69,749,15.38,10622.25,0,2.7,33.6,4.17,27.73,0.12,83.98
Orogenic Wiluna,Orogenic Au,2,17.95,94.25,3.42,0.12,11621.24,0.01,0.03,1.34,0.1,9.32,0.01,2.55
Orogenic Wiluna,Orogenic Au,2,117.61,485.58,21.51,7.73,14221.46,0.01,0.48,36.66,2.47,15.24,0.1,48.57
Orogenic Wiluna,Orogenic Au,2,182.33,596.64,20.72,7.56,18460.59,0.43,1.93,27.13,2.87,61.63,0.13,41.61
Orogenic Wiluna,Orogenic Au,2,166,160.76,173.63,742.87,9738.81,0.05,7.64,263.08,4.07,3,0.39,32.67
Orogenic Wiluna,Orogenic Au,2,81.51,279.73,23.36,25.84,15176.41,0.03,0.47,35.31,1.78,16.75,0.05,60.74
Orogenic Wiluna,Orogenic Au,2,25.78,91.51,66.14,45.67,12890.8,0.96,17.2,82.27,13.29,67.7,0.05,265.64
Orogenic Wiluna,Orogenic Au,2,1136.57,1693.87,733.52,13.72,5252.86,0.01,2.15,25.01,4.66,12.43,0.08,60.7
Orogenic Wiluna,Orogenic Au,2,1082.52,1830.17,692.37,11.24,1943.52,0.01,1.94,19.74,4.8,1.7,0.06,45.93
Orogenic Wiluna,Orogenic Au,2,89.74,160.9,254.61,3.69,9161.47,0,2.36,127.79,2.38,3.14,0.32,254.04
Orogenic Wiluna,Orogenic Au,2,225.08,143.84,378.61,32.91,11846.36,0.02,3.34,95.27,0.51,26.71,0.14,15.51
Orogenic Wiluna,Orogenic Au,2,25.71,43.38,45.29,111.29,15020.7,0.13,3.21,22.97,3.93,58.32,0.02,37.09
Orogenic Wiluna,Orogenic Au,2,44.4,173.27,17.58,1.89,16868.15,0.01,0.38,28.48,0.32,24.07,0.05,54.93
Orogenic Wiluna,Orogenic Au,2,1676.7,127.75,44.74,6.39,5268.49,0.15,0.9,49.6,1.89,1.43,0.16,108.13
Orogenic Wiluna,Orogenic Au,2,68.22,142.42,20.07,25.28,13758.94,0.01,0.56,49.45,0.44,28.82,0.19,10.57
Orogenic Wiluna,Orogenic Au,2,327.13,251.48,173.27,29.92,17896.48,0.25,0.46,70.66,0.64,21.78,0.07,36.93
Orogenic Wiluna,Orogenic Au,2,573.54,676.5,415.38,6.91,8152.77,0.11,1.49,24.5,5.15,11.53,0.04,36.47
Orogenic Wiluna,Orogenic Au,2,898.71,1295.64,3800.99,97.42,1166.52,0.01,3.05,130.13,3.7,1.16,0.03,33.7
Orogenic Youanmi,Orogenic Au,2,48.15,7.33,99.06,14.43,9310.87,0.02,0.89,88.5,0.281,0.404,0.25,25.17
Orogenic Youanmi,Orogenic Au,2,101.08,24.14,95.11,10.51,404.1,0.05,0.48,28.76,0.069,0.137,0.09,7.15
Orogenic Youanmi,Orogenic Au,2,129.72,12.43,659.86,84.18,829.31,0.1,0.69,65.48,1.365,0.389,0.14,26.62
Orogenic Youanmi,Orogenic Au,2,114.37,22.57,3751.91,575.1,967.45,0.1,21.6,2449.03,0.914,2.922,1.79,80.55
Orogenic Youanmi,Orogenic Au,2,214.99,85.81,109.32,77.06,2503.88,1.52,0.64,79.5,0.405,0.274,0.12,7.74
Orogenic Youanmi,Orogenic Au,2,93.72,21.91,0.11,0.45,381.83,0.07,0.01,0.85,0.069,0.013,0,0.14
Orogenic Youanmi,Orogenic Au,2,908.24,77.15,5.89,3.54,19.99,0.02,0.09,33.73,9.452,0.075,0.01,17.09
Orogenic Youanmi,Orogenic Au,2,1199.76,15,0.77,0.14,871.35,0.02,0.01,1.96,0.069,0.036,0,0.52
Orogenic Youanmi,Orogenic Au,2,589.28,45.76,11.53,5.12,1013.64,0.02,0.2,62.79,0.36,0.646,2.89,83.69
Orogenic Youanmi,Orogenic Au,2,1424.66,43.08,10.16,3.33,1988.28,0.02,0.06,13.15,0.207,0.104,0.11,6.05
Orogenic Youanmi,Orogenic Au,2,584.17,29.61,2.94,14.8,925.89,0.99,0.02,8.61,0.069,0.016,0.01,1.87
porphyry Chalkidiki,Porphyry,2,546.52,91.7,16,13.8,22.88,0.06,2.85,3.62,6.462,0.31,0.04,154.53
porphyry Chalkidiki,Porphyry,2,60,596.48,24.82,36.94,9.13,0.59,1.61,2.39,12.904,2.913,2.04,4.91
porphyry Chalkidiki,Porphyry,2,815.45,58.3,5.85,20.69,15.17,0,0.07,1.67,7.921,0.037,0.01,1.37
porphyry Chalkidiki,Porphyry,2,3764.4,1908.63,2.22,24.71,120.06,0.16,1.97,1.68,2.125,0.013,0.09,5.91
porphyry Chalkidiki,Porphyry,2,72.82,1428.39,2156.93,1.8,8.19,0.01,6.93,0.4,4.055,0.117,0.41,1.39
porphyry Chalkidiki,Porphyry,2,157.63,92.97,6.06,3.44,21.91,0.19,0.31,2.41,9.349,0.047,0.27,28.3
porphyry Chalkidiki,Porphyry,2,5619.29,469.11,110.98,0.89,5.02,0.01,0.04,0.14,2.291,0.016,0.02,0.39
porphyry Chalkidiki,Porphyry,2,4350.39,1935.78,0.54,1.16,93.41,0,0,0.79,0.807,0.002,0,0.26
porphyry Chalkidiki,Porphyry,2,1187.62,671.2,38.01,1478.19,30.22,0.17,0.21,0.75,12.154,0.02,0.01,7.74
porphyry Chalkidiki,Porphyry,2,4295.79,676.96,838.8,1.08,4.03,0.01,0.34,0.08,0.995,0.104,0.01,0.45
porphyry Chalkidiki,Porphyry,2,6.81,214.2,8.58,2.4,1.31,0.08,0.12,0.03,0.236,0.005,0,0.62
porphyry Chalkidiki,Porphyry,2,451.23,84.71,4.95,1.33,14.3,0.01,1.04,0.57,5.317,0.233,0.11,6.11
porphyry Chalkidiki,Porphyry,2,761.77,119.77,0.39,0.36,4.5,0.01,0.01,0.07,10.495,0.002,0,0.06
porphyry Chalkidiki,Porphyry,2,3924.31,2384.9,422.68,11.51,75.99,0,0.36,0.09,2.725,0.272,0,1.01
porphyry Chalkidiki,Porphyry,2,4,1017.91,18.44,0.49,6.17,0.75,1.67,1.35,1.409,4.562,2.5,1.09
porphyry Chalkidiki,Porphyry,2,155.62,2544.67,0.3,0.09,63.26,0.01,0.02,0.03,0.102,0.004,0,0.03
porphyry Chalkidiki,Porphyry,2,4190.65,579.5,3.16,0.47,77.24,0.01,0.01,0.1,0.624,0.003,0.01,0.11
porphyry Chalkidiki,Porphyry,2,12.93,495.15,0.89,0.52,3.55,0.01,0.02,0.11,1.037,0.012,0.02,0.32
porphyry Chalkidiki,Porphyry,2,4385.66,86.45,1.81,0.64,11.66,0.01,0.01,0.17,17.47,0.002,0,0.36
porphyry Chalkidiki,Porphyry,2,6365.95,1962.7,13.52,2.04,7901.42,0.01,0.07,0.25,199.26,0.442,0.05,2.9
porphyry Chalkidiki,Porphyry,2,4835.75,303.35,6.35,28.71,46.04,0.08,6.66,2.86,3.671,0.057,0.04,4.85
porphyry Chalkidiki,Porphyry,2,1169.79,1036.19,2.62,0.4,6.03,0.01,0.05,0.12,3.165,0.003,0.04,10.93
porphyry Chalkidiki,Porphyry,2,123.8,581.14,10.31,4.93,14.73,0.63,1.61,2.04,85.454,3.173,1.81,2.68
porphyry Chalkidiki,Porphyry,2,1.71,1.49,0.51,0.25,7.3,0.01,0.01,0.02,6.847,0.003,0,0.64
